Entity,Code,Year,Mortality,Predict
Afghanistan,AFG,1800,46.858
Afghanistan,AFG,1801,46.858
Afghanistan,AFG,1802,46.858
Afghanistan,AFG,1803,46.858
Afghanistan,AFG,1804,46.858
Afghanistan,AFG,1805,46.858
Afghanistan,AFG,1806,46.998
Afghanistan,AFG,1807,46.998
Afghanistan,AFG,1808,46.998
Afghanistan,AFG,1809,46.998
Afghanistan,AFG,1810,46.998
Afghanistan,AFG,1811,46.998
Afghanistan,AFG,1812,46.998
Afghanistan,AFG,1813,46.998
Afghanistan,AFG,1814,46.998
Afghanistan,AFG,1815,46.998
Afghanistan,AFG,1816,47.138
Afghanistan,AFG,1817,47.138
Afghanistan,AFG,1818,47.138
Afghanistan,AFG,1819,47.138
Afghanistan,AFG,1820,47.138
Afghanistan,AFG,1821,47.138
Afghanistan,AFG,1822,47.138
Afghanistan,AFG,1823,47.138
Afghanistan,AFG,1824,47.138
Afghanistan,AFG,1825,47.138
Afghanistan,AFG,1826,47.281
Afghanistan,AFG,1827,47.281
Afghanistan,AFG,1828,47.281
Afghanistan,AFG,1829,47.281
Afghanistan,AFG,1830,47.281
Afghanistan,AFG,1831,47.281
Afghanistan,AFG,1832,47.281
Afghanistan,AFG,1833,47.281
Afghanistan,AFG,1834,47.281
Afghanistan,AFG,1835,47.281
Afghanistan,AFG,1836,47.424
Afghanistan,AFG,1837,47.424
Afghanistan,AFG,1838,47.424
Afghanistan,AFG,1839,47.424
Afghanistan,AFG,1840,47.424
Afghanistan,AFG,1841,47.424
Afghanistan,AFG,1842,47.424
Afghanistan,AFG,1843,47.424
Afghanistan,AFG,1844,47.424
Afghanistan,AFG,1845,47.567
Afghanistan,AFG,1846,47.567
Afghanistan,AFG,1847,47.567
Afghanistan,AFG,1848,47.567
Afghanistan,AFG,1849,47.567
Afghanistan,AFG,1850,47.567
Afghanistan,AFG,1851,47.567
Afghanistan,AFG,1852,47.567
Afghanistan,AFG,1853,47.567
Afghanistan,AFG,1854,47.567
Afghanistan,AFG,1855,47.71
Afghanistan,AFG,1856,47.71
Afghanistan,AFG,1857,47.71
Afghanistan,AFG,1858,47.71
Afghanistan,AFG,1859,47.71
Afghanistan,AFG,1860,47.71
Afghanistan,AFG,1861,47.71
Afghanistan,AFG,1862,47.71
Afghanistan,AFG,1863,47.71
Afghanistan,AFG,1864,47.71
Afghanistan,AFG,1865,47.853
Afghanistan,AFG,1866,47.853
Afghanistan,AFG,1867,47.853
Afghanistan,AFG,1868,47.853
Afghanistan,AFG,1869,47.853
Afghanistan,AFG,1870,47.853
Afghanistan,AFG,1871,47.853
Afghanistan,AFG,1872,47.853
Afghanistan,AFG,1873,47.853
Afghanistan,AFG,1874,47.853
Afghanistan,AFG,1875,47.996
Afghanistan,AFG,1876,47.996
Afghanistan,AFG,1877,47.996
Afghanistan,AFG,1878,47.996
Afghanistan,AFG,1879,47.996
Afghanistan,AFG,1880,47.996
Afghanistan,AFG,1881,47.996
Afghanistan,AFG,1882,47.996
Afghanistan,AFG,1883,47.996
Afghanistan,AFG,1884,47.996
Afghanistan,AFG,1885,48.139
Afghanistan,AFG,1886,48.139
Afghanistan,AFG,1887,48.139
Afghanistan,AFG,1888,48.139
Afghanistan,AFG,1889,48.139
Afghanistan,AFG,1890,48.139
Afghanistan,AFG,1891,48.139
Afghanistan,AFG,1892,48.139
Afghanistan,AFG,1893,48.139
Afghanistan,AFG,1894,48.281
Afghanistan,AFG,1895,48.277
Afghanistan,AFG,1896,48.269
Afghanistan,AFG,1897,48.257
Afghanistan,AFG,1898,48.238
Afghanistan,AFG,1899,48.211
Afghanistan,AFG,1900,48.177
Afghanistan,AFG,1901,48.136
Afghanistan,AFG,1902,48.087
Afghanistan,AFG,1903,48.03
Afghanistan,AFG,1904,48.108
Afghanistan,AFG,1905,48.036
Afghanistan,AFG,1906,47.957
Afghanistan,AFG,1907,47.869
Afghanistan,AFG,1908,47.775
Afghanistan,AFG,1909,47.674
Afghanistan,AFG,1910,47.568
Afghanistan,AFG,1911,47.458
Afghanistan,AFG,1912,47.345
Afghanistan,AFG,1913,47.232
Afghanistan,AFG,1914,47.257
Afghanistan,AFG,1915,47.143
Afghanistan,AFG,1916,47.029
Afghanistan,AFG,1917,46.915
Afghanistan,AFG,1918,46.814
Afghanistan,AFG,1919,46.714
Afghanistan,AFG,1920,46.614
Afghanistan,AFG,1921,46.513
Afghanistan,AFG,1922,46.412
Afghanistan,AFG,1923,46.311
Afghanistan,AFG,1924,46.35
Afghanistan,AFG,1925,46.249
Afghanistan,AFG,1926,46.146
Afghanistan,AFG,1927,46.045
Afghanistan,AFG,1928,45.944
Afghanistan,AFG,1929,45.842
Afghanistan,AFG,1930,45.74
Afghanistan,AFG,1931,45.639
Afghanistan,AFG,1932,45.536
Afghanistan,AFG,1933,45.571
Afghanistan,AFG,1934,45.47
Afghanistan,AFG,1935,45.367
Afghanistan,AFG,1936,45.264
Afghanistan,AFG,1937,45.163
Afghanistan,AFG,1938,45.06
Afghanistan,AFG,1939,44.957
Afghanistan,AFG,1940,44.855
Afghanistan,AFG,1941,44.752
Afghanistan,AFG,1942,44.649
Afghanistan,AFG,1943,44.68
Afghanistan,AFG,1944,44.576
Afghanistan,AFG,1945,44.473
Afghanistan,AFG,1946,44.37
Afghanistan,AFG,1947,44.266
Afghanistan,AFG,1948,44.163
Afghanistan,AFG,1949,44.059
Afghanistan,AFG,1950,41.98630066
Afghanistan,AFG,1951,41.63039856
Afghanistan,AFG,1952,40.9276001
Afghanistan,AFG,1953,40.24320068
Afghanistan,AFG,1954,39.57709961
Afghanistan,AFG,1955,38.92929993
Afghanistan,AFG,1956,38.29979858
Afghanistan,AFG,1957,37.68840027
Afghanistan,AFG,1958,37.0947998
Afghanistan,AFG,1959,36.51849976
Afghanistan,AFG,1960,35.95880127
Afghanistan,AFG,1961,35.41459961
Afghanistan,AFG,1962,34.88439941
Afghanistan,AFG,1963,34.36579895
Afghanistan,AFG,1964,33.85650024
Afghanistan,AFG,1965,33.35450134
Afghanistan,AFG,1966,32.85889893
Afghanistan,AFG,1967,32.36809998
Afghanistan,AFG,1968,31.87999878
Afghanistan,AFG,1969,31.39159851
Afghanistan,AFG,1970,30.90079956
Afghanistan,AFG,1971,30.40660095
Afghanistan,AFG,1972,29.90769958
Afghanistan,AFG,1973,29.40190125
Afghanistan,AFG,1974,28.88619995
Afghanistan,AFG,1975,28.35849915
Afghanistan,AFG,1976,27.81799927
Afghanistan,AFG,1977,27.26319885
Afghanistan,AFG,1978,26.69179993
Afghanistan,AFG,1979,26.10039978
Afghanistan,AFG,1980,25.48240051
Afghanistan,AFG,1981,24.83110046
Afghanistan,AFG,1982,24.14499969
Afghanistan,AFG,1983,23.42630005
Afghanistan,AFG,1984,22.67910004
Afghanistan,AFG,1985,21.90570068
Afghanistan,AFG,1986,21.10890045
Afghanistan,AFG,1987,20.29900055
Afghanistan,AFG,1988,19.49029999
Afghanistan,AFG,1989,18.69750061
Afghanistan,AFG,1990,17.94160004
Afghanistan,AFG,1991,17.24279938
Afghanistan,AFG,1992,16.60910034
Afghanistan,AFG,1993,16.04259949
Afghanistan,AFG,1994,15.54129944
Afghanistan,AFG,1995,15.09629974
Afghanistan,AFG,1996,14.69290009
Afghanistan,AFG,1997,14.30950012
Afghanistan,AFG,1998,13.92700043
Afghanistan,AFG,1999,13.53410034
Afghanistan,AFG,2000,13.12079926
Afghanistan,AFG,2001,12.68190002
Afghanistan,AFG,2002,12.22419968
Afghanistan,AFG,2003,11.75650024
Afghanistan,AFG,2004,11.28410034
Afghanistan,AFG,2005,10.81620026
Afghanistan,AFG,2006,10.36350021
Afghanistan,AFG,2007,9.934799957
Afghanistan,AFG,2008,9.536199951
Afghanistan,AFG,2009,9.170200348
Afghanistan,AFG,2010,8.836000061
Afghanistan,AFG,2011,8.529000092
Afghanistan,AFG,2012,8.240599823
Afghanistan,AFG,2013,7.963300323
Afghanistan,AFG,2014,7.694200134
Afghanistan,AFG,2015,7.431500244
Albania,ALB,1800,37.52
Albania,ALB,1801,37.52
Albania,ALB,1802,37.52
Albania,ALB,1803,37.52
Albania,ALB,1804,37.52
Albania,ALB,1805,37.52
Albania,ALB,1806,37.52
Albania,ALB,1807,37.52
Albania,ALB,1808,37.52
Albania,ALB,1809,37.52
Albania,ALB,1810,37.52
Albania,ALB,1811,37.52
Albania,ALB,1812,37.52
Albania,ALB,1813,37.52
Albania,ALB,1814,37.52
Albania,ALB,1815,37.52
Albania,ALB,1816,37.52
Albania,ALB,1817,37.52
Albania,ALB,1818,37.52
Albania,ALB,1819,37.52
Albania,ALB,1820,37.52
Albania,ALB,1821,37.52
Albania,ALB,1822,37.52
Albania,ALB,1823,37.52
Albania,ALB,1824,37.52
Albania,ALB,1825,37.52
Albania,ALB,1826,37.52
Albania,ALB,1827,37.52
Albania,ALB,1828,37.52
Albania,ALB,1829,37.52
Albania,ALB,1830,37.52
Albania,ALB,1831,37.52
Albania,ALB,1832,37.52
Albania,ALB,1833,37.52
Albania,ALB,1834,37.52
Albania,ALB,1835,37.52
Albania,ALB,1836,37.52
Albania,ALB,1837,37.52
Albania,ALB,1838,37.52
Albania,ALB,1839,37.52
Albania,ALB,1840,37.52
Albania,ALB,1841,37.52
Albania,ALB,1842,37.52
Albania,ALB,1843,37.52
Albania,ALB,1844,37.52
Albania,ALB,1845,37.52
Albania,ALB,1846,37.52
Albania,ALB,1847,37.52
Albania,ALB,1848,37.52
Albania,ALB,1849,37.52
Albania,ALB,1850,37.52
Albania,ALB,1851,37.52
Albania,ALB,1852,37.52
Albania,ALB,1853,37.52
Albania,ALB,1854,37.52
Albania,ALB,1855,37.52
Albania,ALB,1856,37.52
Albania,ALB,1857,37.52
Albania,ALB,1858,37.52
Albania,ALB,1859,37.52
Albania,ALB,1860,37.52
Albania,ALB,1861,37.52
Albania,ALB,1862,37.52
Albania,ALB,1863,37.52
Albania,ALB,1864,37.52
Albania,ALB,1865,37.52
Albania,ALB,1866,37.52
Albania,ALB,1867,37.52
Albania,ALB,1868,37.52
Albania,ALB,1869,37.52
Albania,ALB,1870,37.52
Albania,ALB,1871,37.52
Albania,ALB,1872,37.52
Albania,ALB,1873,37.52
Albania,ALB,1874,37.52
Albania,ALB,1875,37.52
Albania,ALB,1876,37.52
Albania,ALB,1877,37.52
Albania,ALB,1878,37.52
Albania,ALB,1879,37.52
Albania,ALB,1880,37.52
Albania,ALB,1881,37.52
Albania,ALB,1882,37.52
Albania,ALB,1883,37.52
Albania,ALB,1884,37.52
Albania,ALB,1885,37.52
Albania,ALB,1886,37.52
Albania,ALB,1887,37.52
Albania,ALB,1888,37.52
Albania,ALB,1889,37.52
Albania,ALB,1890,37.52
Albania,ALB,1891,37.52
Albania,ALB,1892,37.52
Albania,ALB,1893,37.52
Albania,ALB,1894,37.519
Albania,ALB,1895,37.516
Albania,ALB,1896,37.51
Albania,ALB,1897,37.501
Albania,ALB,1898,37.486
Albania,ALB,1899,37.465
Albania,ALB,1900,37.439
Albania,ALB,1901,37.407
Albania,ALB,1902,37.369
Albania,ALB,1903,37.324
Albania,ALB,1904,37.275
Albania,ALB,1905,37.219
Albania,ALB,1906,37.157
Albania,ALB,1907,37.09
Albania,ALB,1908,37.016
Albania,ALB,1909,36.938
Albania,ALB,1910,36.856
Albania,ALB,1911,36.771
Albania,ALB,1912,36.684
Albania,ALB,1913,36.596
Albania,ALB,1914,36.508
Albania,ALB,1915,36.42
Albania,ALB,1916,36.332
Albania,ALB,1917,36.243
Albania,ALB,1918,36.155
Albania,ALB,1919,36.067
Albania,ALB,1920,35.979
Albania,ALB,1921,35.891
Albania,ALB,1922,35.803
Albania,ALB,1923,35.715
Albania,ALB,1924,35.627
Albania,ALB,1925,35.539
Albania,ALB,1926,35.451
Albania,ALB,1927,35.363
Albania,ALB,1928,35.275
Albania,ALB,1929,35.187
Albania,ALB,1930,34.097
Albania,ALB,1931,33.03
Albania,ALB,1932,31.985
Albania,ALB,1933,30.961
Albania,ALB,1934,29.959
Albania,ALB,1935,28.977
Albania,ALB,1936,28.014
Albania,ALB,1937,27.071
Albania,ALB,1938,26.146
Albania,ALB,1939,25.342
Albania,ALB,1940,24.461
Albania,ALB,1941,23.596
Albania,ALB,1942,22.748
Albania,ALB,1943,21.916
Albania,ALB,1944,21.1
Albania,ALB,1945,20.3
Albania,ALB,1946,19.516
Albania,ALB,1947,18.745
Albania,ALB,1948,17.989
Albania,ALB,1949,17.244
Albania,ALB,1950,20.27550049
Albania,ALB,1951,20.07920074
Albania,ALB,1952,19.66340027
Albania,ALB,1953,19.20149994
Albania,ALB,1954,18.69349976
Albania,ALB,1955,18.1397995
Albania,ALB,1956,17.54179993
Albania,ALB,1957,16.90249939
Albania,ALB,1958,16.22700043
Albania,ALB,1959,15.52380066
Albania,ALB,1960,14.80339966
Albania,ALB,1961,14.07769928
Albania,ALB,1962,13.36000061
Albania,ALB,1963,12.66169968
Albania,ALB,1964,11.99110031
Albania,ALB,1965,11.35019989
Albania,ALB,1966,10.73550034
Albania,ALB,1967,10.14000015
Albania,ALB,1968,9.560500336
